,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
0,-2,-1,-10,-10,-4,-2,-1,-2
1,2,-2,3,11,7,2,0,-2
2,1,2,-6,-7,7,4,-1,-1
3,-3,-2,-3,-23,-20,-3,0,1
4,-1,-1,12,40,8,-1,-2,-1
5,-5,-10,-24,-17,4,-3,-5,-2
6,1,0,-5,-10,-7,1,0,0
7,-1,-1,-8,12,8,0,-1,0
8,0,2,2,-29,-17,-1,-3,1
9,-2,5,33,51,10,-1,1,0
10,-3,-5,-13,-24,17,0,-2,-1
11,-2,-4,-12,-10,-6,-3,-1,-4
12,-1,-2,-4,-11,-2,-2,-2,-3
13,0,2,9,6,-12,-1,-2,1
14,0,0,11,10,1,-3,0,0
15,-2,0,8,1,1,-2,-2,-2
16,0,-2,2,-2,-5,-3,0,0
17,-1,-1,-9,-11,-3,3,0,-2
18,-3,0,9,30,-3,-4,-1,-3
19,0,-1,-18,-29,1,0,1,-1
20,-2,-1,-1,9,4,0,0,0
21,-3,0,-11,-23,-6,-5,-3,-1
22,-1,1,13,29,2,3,-1,1
23,-2,-4,-18,-22,-10,-1,-2,-2
24,-3,-1,-14,-8,-4,-5,-3,-2
25,-2,0,10,10,3,1,-1,-2
26,-2,1,-1,-9,-5,-2,-1,-2
27,0,0,-8,-1,-1,-1,-4,-1
28,0,-1,4,0,0,0,-1,-3
29,-1,-4,-13,-8,-4,-2,-1,-1
30,-8,1,8,8,-2,-1,-1,0
31,-1,-1,3,-4,-1,-1,0,-3
32,-1,-1,-6,9,3,0,-2,-2
33,1,2,0,-8,-3,-1,0,-1
34,2,2,-10,-4,1,-1,-2,-1
35,-2,-9,30,4,-5,-3,-1,-3
36,0,-1,-27,-15,3,-1,-1,-1
37,-2,0,14,2,-2,-1,-2,-1
38,-2,-3,-22,-3,-3,-1,-3,-4
39,-2,2,-1,1,1,-2,-1,0
40,-1,-2,14,10,-2,1,0,0
41,-2,-2,-5,-3,-1,0,-3,-1
42,0,-2,-6,-8,-4,-2,-2,-3
43,-1,-2,-7,2,0,-1,-2,-2
44,-2,-1,17,7,-4,-3,-1,-4
45,-1,0,-22,-4,1,-3,-2,-1
46,-2,-3,11,4,-4,1,1,-1
47,-3,-4,-17,16,6,1,0,-3
48,1,1,-2,-30,-6,1,0,1
49,-1,-1,-5,-35,-4,0,-1,-2
50,-4,-3,8,37,5,-3,-4,-3
51,0,2,11,26,-2,-3,-1,1
52,0,4,-31,-34,-3,-1,-1,-2
53,-1,-10,22,21,-6,-2,-2,-2
54,2,-2,-8,-26,4,1,-1,-2
55,-1,-1,0,2,0,1,-1,-3
56,-3,-3,5,4,-1,0,-2,-2
57,-3,1,4,6,-7,-4,-1,-2
58,0,1,-2,-7,-1,-1,-1,-2
59,-1,2,-6,8,-1,0,1,1
60,-1,-2,-3,5,0,-1,-1,-1
61,0,1,2,-5,2,-1,-1,-1
62,0,1,-1,-15,-6,-4,1,0
63,0,3,6,8,4,1,-1,-3
64,-2,-5,1,13,1,-1,-2,-1
65,-2,-2,-5,35,2,0,1,1
66,1,-2,-30,-71,-6,-1,-1,0
67,-1,0,10,4,0,-1,-2,1
68,-2,2,6,2,1,-1,1,-2
69,0,-1,9,17,2,0,-2,-1
70,-1,-2,-7,11,-1,-2,-1,-1
71,0,-4,-9,-23,-4,-1,-3,0
72,-1,-3,7,14,-1,1,0,0
73,-1,0,-16,-21,-2,-2,-1,0
74,-2,-2,21,28,-1,-2,-3,-2
75,-1,-2,-7,-19,-5,-3,-2,-1
76,-2,-5,11,5,-2,-2,-2,-4
77,-1,1,-13,-7,-1,0,1,-1
78,-2,0,-1,-10,-2,-2,-4,-2
79,-1,-3,6,15,-2,-1,1,0
80,-1,-1,-29,-6,0,-1,-1,1
81,-2,1,1,-15,-10,-2,1,0
82,0,-2,19,38,9,2,-1,0
83,-2,0,-14,-53,-7,-4,-1,-3
84,0,1,-24,9,4,-3,-2,1
85,-4,-8,2,-9,-7,-1,-2,-3
86,2,0,6,5,-2,-2,1,0
87,-3,1,4,8,1,-1,-2,-2
88,-3,3,9,2,0,1,-1,2
89,-3,-8,4,-4,2,-2,-3,-1
90,0,0,9,6,-1,0,-1,-1
91,1,-4,-41,-17,-5,-1,-1,-3
92,5,3,8,-4,-3,-4,-3,-2
93,-7,-1,-3,7,4,0,0,0
94,-6,2,4,-10,-3,-2,-2,-2
95,-2,-15,5,-2,-1,-5,-3,-2
96,1,2,12,3,-4,-1,-1,-1
97,4,1,-12,-10,4,-1,-1,-4
98,-2,-8,-27,-3,-6,-3,-2,-2
99,-1,5,5,9,-3,-2,-2,0
100,-2,-1,7,-10,-2,-10,-2,-2
101,4,6,11,27,14,22,2,1
102,-2,3,12,2,-4,0,1,0
103,-2,-8,-22,-18,-5,-3,-3,-2
104,0,1,39,19,-3,-4,-4,-2
105,-2,-8,-58,-53,-19,-9,-4,-1
106,-1,3,6,1,14,0,-3,-3
107,-1,1,6,-2,1,3,1,0
108,-2,-4,1,19,0,1,1,-1
109,-1,3,36,26,2,-5,-2,-2
110,-1,-8,-56,-30,-8,-1,-4,-3
111,-1,2,6,1,0,0,3,1
112,-2,-1,-4,-7,1,4,0,-2
113,-2,-2,-17,7,0,-5,-2,-2
114,-1,2,10,9,-4,-3,-2,-1
115,-1,5,20,9,4,-1,0,0
116,-3,-9,-21,-23,-6,0,-2,0
117,0,0,-4,-3,-1,-3,-1,-1
118,-1,-2,6,9,1,-3,-1,-2
119,-3,-1,-19,-12,-5,-3,1,-2
120,0,-2,17,18,-3,-1,1,0
121,-1,2,7,-26,19,4,0,0
122,0,1,-13,-5,4,5,2,0
123,-2,0,28,16,-2,1,1,-1
124,-3,2,-13,-11,3,-4,-4,-2
125,-3,-1,4,13,-15,-8,-2,-1
126,-1,-7,-4,-19,-9,-5,-5,-1
127,0,-3,-4,-14,-1,0,0,0
128,-2,-2,-15,10,2,-2,-3,-5
129,-2,-2,-21,-11,-4,0,1,-1
130,0,0,9,0,-2,-3,-1,-1
131,0,0,0,11,0,-4,-5,-3
132,0,-2,15,21,0,1,1,-1
133,-1,-2,-16,-28,-3,-8,-4,-1
134,0,-1,-4,-2,-5,-2,-1,-2
135,-2,0,-3,0,1,3,0,2
136,-1,3,2,0,-2,-3,-4,-3
137,-3,-1,22,13,-1,-1,0,-4
138,-2,-3,10,-11,1,-1,-2,0
139,-1,-1,-5,2,1,-1,-2,-1
140,-2,-3,-36,-22,0,0,-1,2
141,0,-1,6,3,-1,1,-1,-1
142,0,0,8,20,1,0,0,0
143,0,0,12,2,-2,-4,-2,-4
144,-1,-4,0,-1,-3,-1,-2,2
145,-1,0,-9,-3,-1,0,-3,-2
146,-2,0,-1,6,-4,-3,0,-1
147,-2,-3,-6,-6,-3,-4,-5,-3
148,-3,1,-3,-14,-8,-6,-3,-2
149,-1,-3,13,7,5,0,0,0
150,-3,-3,-13,2,12,3,3,2
151,1,-1,-17,-9,-3,-5,-5,-3
152,0,-2,8,-3,-7,-1,1,1
153,-3,-1,0,14,-2,-2,2,0
154,-3,-1,5,-2,2,-2,1,-3
155,-2,-2,0,-14,-4,-2,0,1
156,-3,-4,-16,-11,0,0,1,0
157,-1,1,-6,-8,-6,-6,-6,-3
158,3,12,12,14,-3,-3,-3,-3
159,-5,-18,3,5,1,5,7,2
160,-1,-5,-7,-8,-1,1,-1,-1
161,-1,-2,-7,-2,-2,-1,-3,-1
162,1,0,0,-3,-3,-2,-7,-3
163,1,7,-4,-6,2,-2,-1,-3
164,0,-1,35,14,-2,1,1,-2
165,1,-6,-41,-16,-4,-3,-3,0
166,-3,0,0,-7,-5,-2,-2,-1
167,-1,0,7,13,6,0,0,-1
168,1,-2,-3,-22,-8,-3,0,0
169,0,3,15,11,0,-3,-1,-1
170,0,-4,-6,-11,-5,-3,-1,-1
171,-2,-1,5,40,-1,1,-2,-2
172,0,7,-19,-30,5,1,-2,-2
173,-1,-4,15,4,1,2,-2,-2
174,-3,-6,-14,6,-6,-1,3,0
175,-1,6,18,5,-3,-5,-3,-2
176,-1,0,-6,3,0,2,-1,-2
177,-1,2,7,-2,2,-1,2,1
178,-4,-5,-11,-3,-2,1,0,-3
179,0,-2,-9,3,-1,-2,-3,-1
180,-1,-1,15,14,-3,-3,-2,0
181,1,-2,-6,-44,-7,0,2,0
182,-2,-3,-6,24,3,0,-2,-2
183,-1,-1,-10,-11,0,2,0,0
184,-3,-1,14,15,-2,-6,-6,-2
185,-1,-3,-29,-4,-3,0,0,-1
186,0,1,19,4,2,-1,2,-1
187,0,1,-14,-17,0,5,-1,-3
188,-1,-2,-2,-6,-2,-3,-1,-3
189,-3,-2,7,11,-5,-3,-4,-5
190,-1,-2,-13,-4,1,-3,-3,-1
191,-2,-4,14,-5,-10,-7,-3,-1
192,0,0,-13,-36,-1,3,1,1
193,5,0,14,9,2,0,-2,1
194,-8,-1,-9,-2,-3,0,4,2
195,0,0,-3,2,-1,-2,-3,-3
196,-4,0,-14,2,1,0,1,-2
197,0,0,11,8,-2,-1,-1,2
198,4,0,2,-1,0,1,-1,-3
199,-1,1,1,10,1,0,1,1
200,-2,-2,-2,-17,-2,-3,-2,-2
201,-3,-6,-8,-12,2,0,0,-1
202,1,0,29,15,-4,-4,-2,-2
203,1,1,-3,-7,-3,-3,0,-1
204,3,-3,-1,18,4,4,2,1
205,-5,-1,-7,5,-2,-1,-1,-1
206,-2,1,9,-11,-11,-4,0,0
207,-2,-3,-3,-19,5,5,0,1
208,0,-3,-4,0,-2,-4,-1,-1
209,-1,-1,9,17,0,3,1,-1
210,-2,2,4,-22,-6,-4,-4,-2
211,0,-6,-17,11,1,-4,-2,-3
212,-3,-1,-31,10,2,0,1,-3
213,-3,-7,-20,-16,-5,-3,-1,-2
214,0,-7,3,16,-1,-3,-4,-2
215,4,-3,-9,-62,-3,-1,0,0
216,-8,-2,25,42,9,2,-3,1
217,0,-1,26,6,-5,-3,1,-4
218,2,0,-23,-6,3,0,2,2
219,-1,2,7,1,-2,-3,-1,-1
220,1,-1,-8,-18,-6,-5,0,-2
221,-3,4,13,4,1,-4,-2,-2
222,-3,-3,14,18,6,4,2,-1
223,-4,-3,-16,-12,-3,-2,-3,-2
224,0,-1,8,0,-1,1,0,0
225,-1,-4,-12,1,-4,-3,-8,-2
226,-4,0,-5,-26,-4,-1,1,1
227,-4,-7,1,19,-1,4,2,0
228,0,1,16,0,-1,-4,-2,-2
229,-3,-5,-39,-8,-1,-2,-3,-3
230,1,2,13,-2,0,0,-2,-1
231,-1,-7,-11,0,-1,-4,-3,-1
232,-2,9,34,3,-3,-1,-2,-2
233,1,0,-12,2,2,3,2,-1
234,0,0,-2,-8,-1,0,-5,-2
235,-3,15,15,16,0,0,-1,1
236,-1,-20,-31,-6,-2,-3,0,-3
237,-4,-3,15,-16,-10,-1,-1,-3
238,0,0,-6,30,17,6,0,0
239,-1,0,3,-10,-2,-4,-4,-2
240,1,6,-3,7,2,-1,-1,0
241,-2,3,9,6,-6,-5,-1,0
242,-2,-7,-7,-21,-10,1,1,0
243,1,2,7,-2,-1,0,0,-2
244,-2,-7,-25,-2,-3,-1,-4,-1
245,1,0,15,4,4,1,-1,0
246,-2,6,1,-3,-2,-3,-1,-2
247,-1,-2,2,4,-1,-3,-1,-1
248,-1,-4,-16,-43,-8,-1,0,-1
249,-1,1,19,20,3,3,-1,0
250,-2,-5,8,-3,1,1,-1,0
251,-1,-5,-19,11,-3,-2,4,-1
252,0,3,-6,0,-3,-1,-1,0
253,2,3,-7,-4,2,0,-1,0
254,-3,-7,-6,0,-4,-4,-3,-2
255,-4,1,1,-9,-4,0,-1,-3
256,2,-2,-6,8,2,0,-1,0
257,-2,1,47,4,2,0,2,-3
258,-3,5,-39,-12,-5,-5,-4,-2
259,1,8,-3,3,2,-1,-1,0
260,-2,-3,11,25,-1,1,-3,-2
261,-2,-5,-9,-28,4,-2,-2,0
262,1,-5,8,-1,-1,0,-1,0
263,3,-1,-3,-5,-1,-1,-2,-1
264,-10,4,11,-4,-2,-2,0,-2
265,5,0,-5,12,-3,-1,0,-1
266,-2,-3,2,-3,-5,-2,-1,-3
267,-3,1,-8,-7,-2,-2,-2,-1
268,1,0,10,4,-1,0,1,1
269,-2,-3,-14,0,-2,0,-1,-3
270,0,1,1,-3,0,0,2,0
271,-1,-3,4,-6,-6,-3,-2,-3
272,1,-4,-3,-19,-2,-2,-2,-3
273,-3,5,5,23,2,1,-2,-1
274,0,3,24,29,4,1,-2,0
275,-3,-5,-24,-26,-4,-1,-2,-1
276,-1,-2,10,-8,-1,-1,-2,-3
277,-3,-2,-47,-33,-6,-3,-1,-1
278,2,2,31,6,-1,0,-2,0
279,-1,-1,14,20,1,-1,-1,-1
280,1,-1,6,-14,-4,-4,0,-2
281,3,8,-1,16,1,-2,0,-2
282,-1,-12,-19,-20,-7,-4,-3,-2
283,-13,-7,-14,1,1,0,0,0
284,-1,0,-1,7,0,1,0,2
285,1,-3,11,2,-9,-6,-3,-4
286,4,2,-14,-7,4,-1,0,0
287,-2,-3,2,-3,-3,-2,-2,-1
288,-2,-3,-6,12,3,0,1,-3
289,-4,-1,4,-34,-2,-3,-2,-1
290,-3,0,26,59,4,-1,-1,-2
291,-2,-13,-62,-27,-8,-4,-2,-3
292,0,7,30,2,0,-2,-3,0
293,-3,-3,-3,5,3,2,0,-1
294,0,0,-2,-16,-3,1,0,0
295,1,1,-7,0,-4,-2,-2,-1
296,-1,-4,-2,1,-3,0,-2,-1
297,0,-9,-14,-1,-1,1,0,-1
298,-3,5,-2,-12,-3,-5,-2,-3
299,-1,-7,8,15,1,0,1,0
300,-2,4,-7,-14,-4,-1,-3,-4
301,0,5,15,8,0,0,1,0
302,-3,-5,-21,-5,0,0,0,-1
303,0,1,13,-4,-4,-2,-1,0
304,1,-4,-11,0,-3,-1,-1,-1
305,1,-3,-4,0,3,1,-3,1
306,-2,8,9,3,-1,-2,-4,-2
307,0,-13,26,6,0,-1,-1,-3
308,-1,-1,-24,8,1,-2,0,-2
309,-3,-13,-21,-11,-4,-1,1,-1
310,-3,-6,0,-17,-6,-3,-2,0
311,2,15,6,0,-1,-2,-1,-1
312,-8,-14,-32,-16,-5,-1,-1,2
313,4,9,16,7,1,-2,-2,-3
314,3,0,-14,-9,-2,0,2,1
315,2,1,7,9,1,0,-2,-4
316,-3,-3,6,5,1,-1,-1,-2
317,-1,0,-7,1,-1,-1,-2,0
318,-2,-3,-7,-6,-1,-1,0,-2
319,-3,3,13,-2,1,0,0,2
320,0,-2,-12,-43,-1,0,0,-2
321,-4,-3,11,33,5,0,-2,-1
322,-3,-4,-7,-15,-6,-4,-3,-3
323,-1,-1,0,9,1,2,-1,3
324,1,-2,12,13,2,1,0,1
325,-6,-19,7,-16,-3,-1,-2,-4
326,-3,17,41,-15,-3,0,-2,0
327,2,-7,-27,35,6,-5,-4,-1
328,3,-1,-30,-24,-11,-5,-4,-3
329,-8,8,-11,-7,-2,0,0,2
330,-3,-18,-8,8,-1,-2,-1,-2
331,-4,-4,23,-10,-3,-1,-4,-4
332,2,5,19,8,1,-3,0,-1
333,-1,-1,-7,6,-1,-3,-1,1
334,-1,-2,-18,-5,-3,-1,-2,-1
335,4,12,0,-14,-2,-2,0,1
336,-6,-8,0,17,3,1,-5,-5
337,0,2,-5,-9,-5,0,2,-1
